sid,port
122920,type1
122921,type1
122943,type1
122945,type1
122946,type1
122948,type1
122957,type1
122958,type1
122959,type1
122961,type1
122966,type1
122967,type1
122968,type1
122969,type1
122970,type1
122971,type1
122972,type1
122973,type1
122974,type1
122976,type1
122977,type1
122978,type1
122979,type1
122980,type1
122985,chademo
122985,ccs
122993,type1
122995,type1
122997,type1
123004,chademo
123004,ccs
123007,type1
123009,chademo
123009,ccs
123016,type1
123018,type1
123019,type1
123021,type1
123031,type1
123032,type1
123033,type1
123039,type1
123040,type1
123042,type1
123044,type1
123050,chademo
123050,type1
123050,ccs
123051,chademo
123051,type1
123051,ccs
123052,chademo
123052,ccs
123054,chademo
123054,ccs
123055,type1
123056,type1
123057,type1
123059,type1
123060,type1
123061,type1
123063,type1
123064,type1
123066,type1
123069,type1
123070,type1
123072,type1
123075,type1
123077,type1
123079,type1
123080,type1
123082,type1
123084,type1
123085,type1
123086,type1
123091,type1
123092,type1
123093,type1
123094,type1
123095,type1
123096,type1
123097,type1
123099,type1
123100,type1
123101,type1
123103,type1
123104,type1
123107,type1
123109,type1
123110,type1
123113,type1
123114,type1
123116,type1
123117,type1
123119,type1
123120,type1
123122,type1
123123,type1
123125,type1
123126,type1
123127,type1
123129,type1
123132,type1
123133,type1
123134,type1
123135,type1
123136,type1
123137,type1
123138,type1
123140,type1
123141,type1
123142,type1
123143,type1
123145,type1
123148,chademo
123148,ccs
123152,type1
123157,type1
123158,type1
123161,type1
123163,type1
123164,type1
123166,type1
123168,type1
123175,type1
123177,type1
123180,type1
123189,type1
123192,type1
123193,type1
123197,type1
123198,type1
123200,type1
123205,type1
123206,type1
123209,type1
123212,type1
123213,type1
123216,type1
123217,type1
123219,type1
123221,type1
123225,type1
123226,type1
123229,type1
123230,chademo
123230,type1
123230,ccs
123232,type1
123233,type1
123234,type1
123237,type1
123239,type1
123240,type1
123243,type1
123245,type1
123246,type1
123248,type1
123249,type1
123250,type1
123251,type1
123252,type1
123253,type1
123255,type1
123258,type1
123260,type1
123261,type1
123262,type1
123265,type1
123273,type1
123274,type1
123275,type1
123276,type1
123277,nema520
123279,nema520
123280,type1
123282,type1
123283,type1
123284,type1
123286,type1
123287,type1
123288,type1
123289,type1
123290,type1
123291,type1
123292,type1
123293,type1
123294,type1
123295,type1
123296,type1
123297,type1
123298,type1
123299,type1
123304,type1
123305,type1
123306,type1
123307,type1
123308,type1
123309,type1
123310,type1
123311,type1
123312,type1
123313,type1
123314,type1
123315,type1
123316,type1
123317,type1
123318,type1
123319,type1
123320,type1
123321,type1
123322,type1
123324,type1
123325,type1
123326,type1
123327,type1
123329,type1
123330,type1
123331,type1
123333,type1
123334,type1
123335,type1
123336,type1
123337,type1
123338,type1
123339,type1
123340,type1
123341,type1
123342,type1
123343,type1
123344,type1
123345,type1
123346,type1
123347,type1
123348,type1
123349,type1
123350,type1
123351,type1
123352,type1
123354,type1
123355,type1
123356,type1
123358,type1
123359,type1
123360,type1
123361,type1
123362,type1
123363,type1
123365,type1
123366,type1
123367,type1
123368,type1
123370,tesla
123373,type1
123382,type1
123383,type1
123384,type1
123385,type1
123387,type1
123388,type1
123389,type1
123391,type1
123392,type1
123393,type1
123397,type1
123401,type1
123404,type1
123405,type1
123406,type1
123408,type1
123409,type1
123412,type1
123414,type1
123415,type1
123416,type1
123417,type1
123418,chademo
123418,ccs
123419,type1
123425,type1
123428,type1
123431,ccs
123432,type1
123433,type1
123435,type1
123437,type1
123439,type1
123440,type1
123441,type1
123446,chademo
123446,ccs
123449,chademo
123449,ccs
123452,type1
123453,chademo
123453,ccs
123454,type1
123463,type1
123464,type1
123467,type1
123468,type1
123470,type1
123471,type1
123472,type1
123473,type1
123479,chademo
123479,ccs
123480,chademo
123480,ccs
123483,chademo
123483,ccs
123484,chademo
123484,ccs
123501,type1
123502,type1
123503,type1
123504,type1
123505,type1
123506,type1
123507,type1
123508,type1
123509,type1
123510,type1
123511,type1
123512,type1
123514,type1
123515,type1
123516,type1
123517,type1
123518,type1
123519,type1
123520,type1
123521,type1
123535,type1
123536,type1
123537,type1
123539,type1
123540,type1
123545,type1
123546,type1
123549,type1
123550,type1
123552,type1
123554,type1
123555,type1
123556,type1
123558,type1
123559,type1
123571,type1
123583,type1
123584,ccs
123585,type1
123586,type1
123587,type1
123589,type1
123590,type1
123591,type1
123595,type1
123602,chademo
123602,ccs
123603,type1
123604,nema1450
123605,type1
123613,type1
123615,type1
123617,type1
123618,type1
123620,type1
123624,type1
123626,type1
123628,type1
123637,chademo
123637,ccs
123638,chademo
123638,ccs
123639,type1
123640,tesla
123641,type1
123642,type1
123643,type1
123644,type1
123645,type1
123646,type1
123647,type1
123647,ccs
123652,type1
123653,type1
123657,type1
123662,type1
123664,type1
123665,type1
123667,type1
123669,type1
123672,type1
123674,type1
123675,type1
123685,chademo
123685,ccs
123686,chademo
123686,ccs
123687,chademo
123687,ccs
123709,chademo
123709,type1
123709,ccs
123737,type1
123768,chademo
123768,ccs
123917,type1
123917,ccs
123918,type1
123919,type1
123920,type1
123921,type1
123922,type1
123923,type1
123927,type1
123928,type1
123929,type1
123930,type1
123931,type1
123933,type1
123934,type1
124057,chademo
124057,type1
124057,ccs
124137,chademo
124137,ccs
124140,type1
124141,type1
124144,type1
124146,type1
124147,type1
124233,type1
124234,type1
124236,type1
124240,chademo
124240,ccs
124242,chademo
124242,ccs
124347,type1
124348,chademo
124348,ccs
124448,chademo
124448,type1
124448,ccs
124547,type1
124548,type1
124550,type1
124552,type1
124562,type1
124563,type1
124566,type1
124566,tesla
124683,chademo
124683,ccs
124684,chademo
124684,ccs
124685,chademo
124685,ccs
124686,chademo
124686,ccs
124691,type1
124830,chademo
124830,ccs
124977,type1
124982,type1
124984,type1
125124,type1
125133,type1
125138,type1
125144,type1
125145,type1
125147,type1
125150,type1
125446,chademo
125446,ccs
125757,type1
125760,chademo
125760,ccs
125761,type1
126266,chademo
126266,ccs
126267,chademo
126267,ccs
126268,chademo
126268,ccs
127226,chademo
127226,ccs
127227,chademo
127227,ccs
127441,chademo
127441,ccs
127672,type1
127933,chademo
127933,ccs
127934,chademo
127934,ccs
127935,chademo
127935,ccs
127936,chademo
127936,type1
127936,ccs
127956,type1
127974,type1
128243,chademo
128243,ccs
128501,chademo
128501,type1
128501,ccs
128502,chademo
128502,ccs
129032,type1
129033,type1
129035,chademo
129035,ccs
129036,type1
129038,type1
129039,type1
129041,type1
129330,chademo
129330,ccs
129331,type1
129331,nema515
129332,type1
129333,type1
129335,type1
129336,type1
129338,type1
129338,nema515
131341,type1
131655,type1
131657,type1
131658,type1
131660,type1
131661,type1
131662,type1
131663,type1
131995,type1
132975,type1
132976,type1
133326,chademo
133326,ccs
133327,chademo
133327,ccs
133662,chademo
133662,ccs
134004,chademo
134004,ccs
134008,type1
134745,type1
135484,type1
135485,type1
135486,type1
135488,type1
135489,type1
135490,type1
135491,type1
135494,type1
135872,chademo
135872,type1
135872,ccs
135873,chademo
135873,ccs
135874,chademo
135874,ccs
136268,chademo
136268,ccs
136697,chademo
136697,ccs
136698,chademo
136698,ccs
136700,chademo
136700,ccs
136702,chademo
136702,ccs
137148,type1
137148,tesla
137150,tesla
137151,type1
137154,type1
137155,type1
137157,type1
137158,type1
137159,type1
137160,type1
137161,type1
137162,type1
137163,type1
137164,tesla
137165,type1
137167,type1
137167,tesla
137168,type1
137168,tesla
137170,tesla
137172,type1
137172,tesla
137177,tesla
137180,tesla
137181,type1
137181,tesla
137182,type1
137182,tesla
137183,type1
137183,tesla
138088,type1
138088,nema515
138089,nema515
138543,type1
138543,ccs
138544,type1
138548,type1
138565,type1
138569,type1
138583,type1
139501,chademo
139501,type1
139501,ccs
139986,type1
139987,chademo
139987,ccs
139989,type1
139990,type1
140500,type1
141028,chademo
141028,ccs
142582,type1
142583,type1
143116,type1
143117,type1
143118,type1
143124,type1
143126,type1
143128,type1
143129,type1
143131,type1
143132,type1
143134,type1
143135,type1
143136,type1
143138,chademo
143138,ccs
143139,chademo
143139,ccs
143141,ccs
143143,ccs
143144,type1
143146,chademo
143146,ccs
143148,ccs
143150,type1
143151,type1
143153,type1
143154,type1
143155,type1
143158,type1
143159,ccs
143162,ccs
143164,ccs
143165,type1
143166,type1
143167,type1
143168,type1
143169,type1
143171,ccs
143172,type1
143174,ccs
143175,type1
143180,type1
143183,type1
143184,ccs
143185,type1
143188,chademo
143188,ccs
143191,type1
143192,type1
143193,type1
143195,type1
143196,type1
143199,chademo
143199,ccs
143200,type1
143201,type1
143204,ccs
143205,ccs
143209,type1
143211,type1
143215,ccs
143217,type1
143218,type1
143221,ccs
143222,ccs
143223,ccs
143224,type1
143227,type1
143229,type1
143232,type1
143233,type1
143234,ccs
143238,type1
143241,type1
143242,type1
143243,type1
143244,type1
143245,ccs
143246,type1
143247,type1
143251,type1
143252,type1
143254,ccs
143259,chademo
143259,ccs
143260,type1
143263,type1
143269,type1
143270,type1
143271,type1
143272,type1
143273,ccs
143275,type1
143276,ccs
143279,type1
143282,ccs
143283,type1
143284,type1
143285,type1
143286,type1
143287,type1
143288,type1
143289,chademo
143289,ccs
143294,type1
143298,ccs
143299,type1
143300,type1
143305,type1
143306,type1
143307,type1
143308,type1
143311,ccs
143313,ccs
143316,type1
143321,type1
143322,type1
143323,type1
143324,type1
143325,type1
143326,type1
143327,type1
143328,type1
143331,ccs
143332,type1
143333,ccs
143334,type1
143335,type1
143340,type1
143342,type1
143343,type1
143344,type1
143347,ccs
143348,type1
143349,type1
143351,type1
143353,ccs
143354,type1
143356,type1
143357,type1
143359,type1
143360,type1
143362,type1
143368,type1
143370,type1
143371,type1
143372,type1
143373,type1
143375,type1
143377,type1
143378,type1
143379,type1
143383,chademo
143385,type1
143387,type1
143388,type1
143389,type1
143390,type1
143393,type1
143398,type1
143400,chademo
143400,ccs
143401,type1
143402,type1
143405,type1
143406,chademo
143406,ccs
143409,type1
143411,type1
143413,type1
143414,type1
143415,type1
143416,type1
143419,chademo
143419,ccs
143423,type1
143427,type1
143428,type1
143431,type1
143432,type1
143433,type1
143436,ccs
143437,type1
143438,type1
143439,type1
143440,type1
143441,type1
143442,type1
143443,type1
143444,type1
143446,type1
143447,type1
143448,type1
143450,type1
143454,type1
143459,type1
143461,type1
143462,type1
143463,type1
143464,type1
143467,type1
143468,ccs
143470,type1
143472,type1
143475,type1
143476,type1
143478,ccs
143479,type1
143480,chademo
143480,ccs
143481,chademo
143481,ccs
143482,chademo
143482,ccs
143484,type1
143486,type1
143489,chademo
143489,ccs
143490,type1
143491,chademo
143491,ccs
143492,type1
143493,type1
143494,type1
143496,type1
143497,type1
143498,type1
143500,type1
143501,type1
143502,chademo
143502,ccs
143504,type1
143505,type1
143507,type1
143511,type1
143517,ccs
143520,type1
143521,type1
143523,type1
143524,type1
143526,type1
143528,type1
143529,type1
143530,type1
143533,type1
143534,type1
143535,type1
143538,type1
143541,type1
143542,type1
143545,type1
143547,type1
143548,type1
143549,type1
143550,type1
143553,type1
143554,type1
143555,type1
143556,type1
143557,type1
143559,type1
143561,type1
143562,chademo
143565,type1
143566,type1
143567,type1
143569,type1
143571,type1
143572,type1
143573,type1
143574,type1
143575,type1
143577,type1
143578,type1
143580,type1
143581,type1
143583,type1
143585,type1
143586,type1
143587,type1
143588,type1
143591,type1
143592,type1
143597,type1
143601,type1
143602,type1
143605,type1
143606,type1
143607,type1
143626,type1
143629,type1
143630,type1
143638,type1
143645,type1
143647,type1
143650,type1
143651,type1
143655,type1
143659,type1
143662,type1
143664,type1
143668,type1
143673,type1
143680,type1
143686,type1
143690,type1
143692,type1
143696,type1
143708,type1
143709,type1
143710,type1
143723,type1
143751,type1
143753,chademo
143753,ccs
143754,type1
143758,ccs
143759,ccs
143760,type1
143763,type1
143768,type1
143780,type1
143781,type1
143783,type1
143786,type1
143788,type1
143798,type1
143799,type1
143800,type1
143802,type1
143803,type1
143804,type1
143805,type1
143807,type1
143810,type1
143811,type1
143812,type1
143813,type1
143815,type1
143818,type1
143822,type1
143824,ccs
143829,type1
143842,type1
143845,type1
143846,type1
143847,type1
143849,type1
143850,type1
143860,type1
143861,type1
143877,type1
143878,chademo
143878,ccs
143879,type1
143880,type1
143884,type1
143885,type1
143901,tesla
143902,type1
143905,type1
143907,type1
143910,type1
143911,type1
143912,type1
143913,ccs
143914,type1
143920,type1
143921,type1
143928,type1
143933,type1
143935,type1
143936,type1
143937,type1
143938,type1
143939,chademo
143939,ccs
143940,chademo
143940,type1
143940,ccs
143946,type1
143950,chademo
143950,ccs
143951,ccs
143970,chademo
143970,ccs
143971,chademo
143971,ccs
143988,nema1450
143990,type1
143991,chademo
143991,ccs
143992,chademo
143992,ccs
143993,type1
143994,type1
143995,type1
143996,type1
143997,type1
143998,type1
144003,type1
144004,type1
144025,nema520
144032,type1
144033,type1
144034,type1
144035,type1
144036,type1
144038,type1
144040,type1
144042,type1
144045,type1
144046,type1
144047,type1
144050,type1
144051,type1
144053,type1
144054,type1
144055,type1
144056,type1
144057,type1
144058,type1
144075,type1
144077,type1
144081,type1
144082,ccs
144083,ccs
144090,chademo
144090,type1
144090,ccs
144093,type1
144104,type1
144109,type1
144111,type1
144113,type1
144119,type1
144120,type1
144121,type1
144126,type1
144128,type1
144130,type1
144137,type1
144138,type1
144139,chademo
144139,ccs
144140,type1
144144,type1
144145,type1
144161,type1
144207,type1
144209,type1
144210,ccs
144211,type1
144213,ccs
144214,ccs
144217,type1
144220,chademo
144220,ccs
144221,type1
144222,type1
144224,type1
144233,type1
144234,type1
144235,type1
144236,type1
144237,type1
144238,chademo
144238,ccs
144241,ccs
144351,type1
144357,type1
144358,type1
144372,type1
144373,type1
144373,ccs
144374,type1
144375,type1
144508,type1
144509,type1
144510,type1
144511,type1
144514,chademo
144514,ccs
144515,ccs
144517,type1
144519,type1
144961,type1
144969,type1
144970,type1
144976,type1
144981,type1
144995,type1
144998,type1
145006,chademo
145006,ccs
145022,type1
145023,type1
145026,type1
145043,type1
145069,type1
145072,type1
145073,ccs
145074,type1
145077,chademo
145077,ccs
145078,chademo
145078,ccs
145079,ccs
145080,ccs
145081,type1
145082,type1
145084,type1
145085,type1
145086,type1
145099,nema1450
145100,type1
145101,type1
145103,type1
145108,type1
145111,type1
145112,type1
145113,type1
145122,chademo
145122,ccs
145139,type1
145144,type1
145146,chademo
145146,ccs
145149,type1
145150,type1
145151,chademo
145151,ccs
145152,type1
145154,type1
145155,type1
145156,type1
145158,type1
145159,type1
145161,type1
145162,type1
145173,type1
145177,type1
145178,type1
145184,ccs
145186,type1
145189,type1
145191,type1
145207,chademo
145207,ccs
145215,type1
145217,type1
145218,type1
145219,type1
145220,type1
145221,type1
145222,type1
145223,type1
145224,type1
145228,chademo
145228,ccs
145240,chademo
145240,ccs
145241,type1
145245,type1
145246,type1
145247,type1
145248,type1
145249,type1
145250,type1
145251,type1
145252,type1
145253,type1
145254,type1
145255,type1
145256,type1
145257,type1
145258,type1
145259,type1
145260,type1
145261,type1
145262,type1
145263,type1
145264,type1
145265,type1
145266,type1
145268,type1
145269,type1
145270,type1
145271,type1
145272,type1
145273,type1
145274,type1
145275,type1
145276,type1
145277,type1
145279,type1
145280,type1
145281,type1
145282,type1
145283,type1
145284,type1
145285,type1
145296,type1
145297,tesla
145298,type1
145301,tesla
145305,type1
145308,type1
145309,type1
145309,tesla
145310,type1
145311,type1
145314,ccs
145316,type1
145317,chademo
145317,ccs
145318,type1
145319,chademo
145330,type1
145331,type1
145333,type1
145336,ccs
145338,type1
145340,type1
145341,chademo
145341,ccs
145358,type1
145360,type1
145361,type1
145362,type1
145366,type1
145371,chademo
145371,ccs
145372,chademo
145372,type1
145372,ccs
145373,chademo
145373,ccs
145378,type1
145382,type1
145383,type1
145386,type1
145387,type1
145388,type1
145390,type1
145391,type1
145392,type1
145395,type1
145396,type1
145401,chademo
145401,ccs
145439,type1
145442,chademo
145442,ccs
145443,ccs
145444,chademo
145444,ccs
145450,type1
145454,type1
145456,type1
145469,type1
145472,type1
145473,type1
145474,type1
145475,type1
145476,type1
145478,ccs
145491,type1
145492,type1
145498,ccs
145500,type1
145502,type1
145503,type1
145504,ccs
145507,type1
145509,type1
145512,type1
145513,type1
145514,type1
145515,type1
145516,type1
145518,type1
145526,type1
145527,type1
145530,type1
145531,type1
