sid,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network
173090,type1,None,None,2.0,ChargePoint Network
173091,type1,None,None,2.0,ChargePoint Network
173092,type1,None,None,2.0,ChargePoint Network
173093,type1,None,None,2.0,ChargePoint Network
173094,type1,None,None,2.0,ChargePoint Network
173115,type1,None,None,2.0,ChargePoint Network
173116,type1,None,None,2.0,ChargePoint Network
173117,type1,None,None,2.0,ChargePoint Network
173120,type1,None,None,2.0,ChargePoint Network
173121,type1,None,None,2.0,ChargePoint Network
173122,type1,None,None,1.0,ChargePoint Network
173123,type1,None,None,1.0,ChargePoint Network
173124,type1,None,None,2.0,ChargePoint Network
173125,type1,None,None,2.0,ChargePoint Network
173126,type1,None,None,2.0,ChargePoint Network
173127,type1,None,None,2.0,ChargePoint Network
173128,type1,None,None,2.0,ChargePoint Network
173129,type1,None,None,2.0,ChargePoint Network
173130,type1,None,None,2.0,ChargePoint Network
173131,type1,None,None,2.0,ChargePoint Network
173134,type1,None,None,1.0,ChargePoint Network
173136,type1,None,None,2.0,ChargePoint Network
173137,type1,None,None,2.0,ChargePoint Network
173138,type1,None,None,1.0,ChargePoint Network
173140,type1,None,None,2.0,ChargePoint Network
173141,type1,None,None,2.0,ChargePoint Network
173142,type1,None,None,2.0,ChargePoint Network
173143,type1,None,None,2.0,ChargePoint Network
173144,type1,None,None,2.0,ChargePoint Network
173146,type1,None,None,2.0,ChargePoint Network
173147,type1,None,None,2.0,ChargePoint Network
173148,type1,None,None,2.0,ChargePoint Network
173150,type1,None,None,1.0,ChargePoint Network
173151,type1,None,None,1.0,ChargePoint Network
173152,type1,None,None,2.0,ChargePoint Network
173153,type1,None,None,2.0,ChargePoint Network
173156,type1,None,None,2.0,ChargePoint Network
173163,type1,None,None,2.0,ChargePoint Network
173164,type1,None,None,2.0,ChargePoint Network
173165,type1,None,None,2.0,ChargePoint Network
173166,type1,None,None,2.0,ChargePoint Network
173167,type1,None,None,2.0,ChargePoint Network
173168,type1,None,None,2.0,ChargePoint Network
173169,type1,None,None,2.0,ChargePoint Network
173170,type1,None,None,2.0,ChargePoint Network
173171,type1,None,None,2.0,ChargePoint Network
173172,type1,None,None,2.0,ChargePoint Network
173173,type1,None,None,2.0,ChargePoint Network
173174,type1,None,None,2.0,ChargePoint Network
173176,type1,None,None,1.0,ChargePoint Network
173177,type1,None,None,2.0,ChargePoint Network
173178,type1,None,None,2.0,ChargePoint Network
173179,type1,None,None,2.0,ChargePoint Network
173181,type1,None,None,2.0,ChargePoint Network
173182,type1,None,None,1.0,ChargePoint Network
173183,type1,None,None,2.0,ChargePoint Network
173184,type1,None,None,2.0,ChargePoint Network
173185,type1,None,None,2.0,ChargePoint Network
173186,type1,None,None,2.0,ChargePoint Network
173187,type1,None,None,2.0,ChargePoint Network
173188,type1,None,None,2.0,ChargePoint Network
173189,type1,None,None,2.0,ChargePoint Network
173190,type1,None,None,2.0,ChargePoint Network
173191,type1,None,None,2.0,ChargePoint Network
173192,type1,None,None,1.0,ChargePoint Network
173193,type1,None,None,2.0,ChargePoint Network
173194,type1,None,None,1.0,ChargePoint Network
173195,type1,None,None,1.0,ChargePoint Network
173196,type1,None,None,1.0,ChargePoint Network
173197,type1,None,None,2.0,ChargePoint Network
173198,type1,None,None,2.0,ChargePoint Network
173200,type1,None,None,2.0,ChargePoint Network
173201,type1,None,None,2.0,ChargePoint Network
173202,type1,None,None,2.0,ChargePoint Network
173203,chademo,1.0,None,None,ChargePoint Network
173203,ccs,1.0,None,None,ChargePoint Network
173204,chademo,1.0,None,None,ChargePoint Network
173204,ccs,1.0,None,None,ChargePoint Network
173205,type1,None,None,2.0,ChargePoint Network
173206,type1,None,None,2.0,ChargePoint Network
173207,type1,None,None,2.0,ChargePoint Network
173208,type1,None,None,2.0,ChargePoint Network
173209,type1,None,None,2.0,ChargePoint Network
173210,type1,None,None,2.0,ChargePoint Network
173211,type1,None,None,2.0,ChargePoint Network
173212,type1,None,None,2.0,ChargePoint Network
173213,type1,None,None,2.0,ChargePoint Network
173216,chademo,1.0,None,None,ChargePoint Network
173216,ccs,1.0,None,None,ChargePoint Network
173217,chademo,1.0,None,None,ChargePoint Network
173217,ccs,1.0,None,None,ChargePoint Network
173218,chademo,1.0,None,None,ChargePoint Network
173218,ccs,1.0,None,None,ChargePoint Network
173219,type1,None,None,2.0,ChargePoint Network
173220,type1,None,None,2.0,ChargePoint Network
173221,type1,None,None,2.0,ChargePoint Network
173222,type1,None,None,2.0,ChargePoint Network
173223,ccs,1.0,None,None,ChargePoint Network
173224,type1,None,None,2.0,ChargePoint Network
173226,type1,None,None,2.0,ChargePoint Network
173227,type1,None,None,2.0,ChargePoint Network
173228,type1,None,None,2.0,ChargePoint Network
173229,type1,None,None,2.0,ChargePoint Network
173230,type1,None,None,2.0,ChargePoint Network
173237,type1,None,None,2.0,ChargePoint Network
173239,type1,None,None,2.0,ChargePoint Network
173241,type1,None,None,2.0,ChargePoint Network
173242,type1,None,None,2.0,ChargePoint Network
173243,type1,None,None,2.0,ChargePoint Network
173247,type1,None,None,2.0,ChargePoint Network
173248,type1,None,None,2.0,ChargePoint Network
173250,type1,None,None,2.0,ChargePoint Network
173251,type1,None,None,2.0,ChargePoint Network
173252,type1,None,None,2.0,ChargePoint Network
173253,type1,None,None,2.0,ChargePoint Network
173254,type1,None,None,2.0,ChargePoint Network
173255,type1,None,None,2.0,ChargePoint Network
173257,type1,None,None,2.0,ChargePoint Network
173258,type1,None,None,2.0,ChargePoint Network
173259,type1,None,None,2.0,ChargePoint Network
173260,type1,None,None,2.0,ChargePoint Network
173267,type1,None,None,2.0,ChargePoint Network
173268,type1,None,None,2.0,ChargePoint Network
173269,type1,None,None,2.0,ChargePoint Network
173271,type1,None,None,2.0,ChargePoint Network
173272,type1,None,None,2.0,ChargePoint Network
173273,type1,None,None,2.0,ChargePoint Network
173274,type1,None,None,2.0,ChargePoint Network
173275,type1,None,None,2.0,ChargePoint Network
173276,type1,None,None,1.0,ChargePoint Network
173277,type1,None,None,1.0,ChargePoint Network
173278,type1,None,None,2.0,ChargePoint Network
173283,chademo,1.0,None,None,ChargePoint Network
173283,ccs,1.0,None,None,ChargePoint Network
173284,chademo,1.0,None,None,ChargePoint Network
173284,ccs,1.0,None,None,ChargePoint Network
173285,chademo,1.0,None,None,ChargePoint Network
173285,ccs,1.0,None,None,ChargePoint Network
173288,type1,None,None,1.0,ChargePoint Network
173290,type1,None,None,2.0,ChargePoint Network
173291,type1,None,None,2.0,ChargePoint Network
173292,chademo,1.0,None,None,ChargePoint Network
173292,ccs,1.0,None,None,ChargePoint Network
173293,type1,None,None,2.0,ChargePoint Network
173294,type1,None,None,2.0,ChargePoint Network
173295,type1,None,None,2.0,ChargePoint Network
173309,type1,None,None,2.0,ChargePoint Network
173310,type1,None,None,2.0,ChargePoint Network
173315,type1,None,None,2.0,ChargePoint Network
173316,type1,None,None,2.0,ChargePoint Network
173317,type1,None,None,2.0,ChargePoint Network
173318,type1,None,None,2.0,ChargePoint Network
173319,type1,None,None,2.0,ChargePoint Network
173320,type1,None,None,2.0,ChargePoint Network
173335,type1,None,None,2.0,ChargePoint Network
173336,type1,None,None,2.0,ChargePoint Network
173341,type1,None,None,2.0,ChargePoint Network
173342,type1,None,None,2.0,ChargePoint Network
173343,type1,None,None,1.0,ChargePoint Network
173344,type1,None,None,2.0,ChargePoint Network
173354,type1,None,None,2.0,ChargePoint Network
173361,type1,None,None,2.0,ChargePoint Network
173362,type1,None,None,2.0,ChargePoint Network
173363,type1,None,None,2.0,ChargePoint Network
173364,type1,None,None,2.0,ChargePoint Network
173365,type1,None,None,2.0,ChargePoint Network
173366,type1,None,None,1.0,ChargePoint Network
173371,type1,None,None,2.0,ChargePoint Network
173372,type1,None,None,2.0,ChargePoint Network
173373,type1,None,None,2.0,ChargePoint Network
173375,type1,None,None,2.0,ChargePoint Network
173376,type1,None,None,2.0,ChargePoint Network
173377,type1,None,None,2.0,ChargePoint Network
173378,type1,None,None,2.0,ChargePoint Network
173379,type1,None,None,2.0,ChargePoint Network
173380,type1,None,None,2.0,ChargePoint Network
173381,type1,None,None,2.0,ChargePoint Network
173383,type1,None,None,2.0,ChargePoint Network
173384,type1,None,None,2.0,ChargePoint Network
173385,type1,None,None,2.0,ChargePoint Network
173386,type1,None,None,2.0,ChargePoint Network
173387,type1,None,None,2.0,ChargePoint Network
173388,type1,None,None,2.0,ChargePoint Network
173389,type1,None,None,2.0,ChargePoint Network
173390,type1,None,None,2.0,ChargePoint Network
173391,type1,None,None,2.0,ChargePoint Network
173392,type1,None,None,2.0,ChargePoint Network
173393,type1,None,None,2.0,ChargePoint Network
173394,type1,None,None,2.0,ChargePoint Network
173395,type1,None,None,2.0,ChargePoint Network
173396,type1,None,None,1.0,ChargePoint Network
173397,type1,None,None,2.0,ChargePoint Network
173400,type1,None,None,2.0,ChargePoint Network
173401,type1,None,None,2.0,ChargePoint Network
173402,type1,None,None,2.0,ChargePoint Network
173403,type1,None,None,2.0,ChargePoint Network
173405,type1,None,None,2.0,ChargePoint Network
173406,type1,None,None,2.0,ChargePoint Network
173407,type1,None,None,2.0,ChargePoint Network
173408,type1,None,None,2.0,ChargePoint Network
173409,type1,None,None,2.0,ChargePoint Network
173410,type1,None,None,2.0,ChargePoint Network
173411,type1,None,None,2.0,ChargePoint Network
173412,type1,None,None,2.0,ChargePoint Network
173413,type1,None,None,2.0,ChargePoint Network
173414,type1,None,None,2.0,ChargePoint Network
173423,type1,None,None,2.0,ChargePoint Network
173426,type1,None,None,1.0,ChargePoint Network
173427,type1,None,None,1.0,ChargePoint Network
173428,type1,None,None,1.0,ChargePoint Network
173429,type1,None,None,2.0,ChargePoint Network
173430,type1,None,None,2.0,ChargePoint Network
173433,type1,None,None,2.0,ChargePoint Network
173434,type1,None,None,2.0,ChargePoint Network
173435,type1,None,None,2.0,ChargePoint Network
173437,type1,None,None,2.0,ChargePoint Network
173438,ccs,1.0,None,None,ChargePoint Network
173439,ccs,1.0,None,None,ChargePoint Network
173440,chademo,1.0,None,None,ChargePoint Network
173440,ccs,1.0,None,None,ChargePoint Network
173441,type1,None,None,2.0,ChargePoint Network
173442,type1,None,None,2.0,ChargePoint Network
173443,type1,None,None,2.0,ChargePoint Network
173444,chademo,1.0,None,None,ChargePoint Network
173444,ccs,1.0,None,None,ChargePoint Network
173445,type1,None,None,2.0,ChargePoint Network
173451,type1,None,None,2.0,ChargePoint Network
173452,type1,None,None,2.0,ChargePoint Network
173453,type1,None,None,2.0,ChargePoint Network
173454,type1,None,None,2.0,ChargePoint Network
173455,type1,None,None,2.0,ChargePoint Network
173456,type1,None,None,2.0,ChargePoint Network
173457,type1,None,None,2.0,ChargePoint Network
173458,type1,None,None,2.0,ChargePoint Network
173459,type1,None,None,2.0,ChargePoint Network
173460,type1,None,None,2.0,ChargePoint Network
173461,type1,None,None,2.0,ChargePoint Network
173462,type1,None,None,2.0,ChargePoint Network
173463,type1,None,None,2.0,ChargePoint Network
173464,type1,None,None,2.0,ChargePoint Network
173465,type1,None,None,1.0,ChargePoint Network
173468,type1,None,None,2.0,ChargePoint Network
173469,type1,None,None,2.0,ChargePoint Network
173470,type1,None,None,2.0,ChargePoint Network
173471,type1,None,None,2.0,ChargePoint Network
173472,type1,None,None,2.0,ChargePoint Network
173473,type1,None,None,2.0,ChargePoint Network
173474,type1,None,None,2.0,ChargePoint Network
173475,type1,None,None,2.0,ChargePoint Network
173476,type1,None,None,2.0,ChargePoint Network
173477,chademo,1.0,None,None,ChargePoint Network
173477,ccs,1.0,None,None,ChargePoint Network
173478,chademo,1.0,None,None,ChargePoint Network
173478,ccs,1.0,None,None,ChargePoint Network
173479,chademo,1.0,None,None,ChargePoint Network
173479,ccs,1.0,None,None,ChargePoint Network
173480,type1,None,None,2.0,ChargePoint Network
173481,type1,None,None,2.0,ChargePoint Network
173482,type1,None,None,2.0,ChargePoint Network
173483,type1,None,None,2.0,ChargePoint Network
173484,type1,None,None,2.0,ChargePoint Network
173485,type1,None,None,1.0,ChargePoint Network
173486,type1,None,None,1.0,ChargePoint Network
173487,type1,None,None,1.0,ChargePoint Network
173488,type1,None,None,1.0,ChargePoint Network
173489,type1,None,None,2.0,ChargePoint Network
173490,type1,None,None,2.0,ChargePoint Network
173491,chademo,1.0,None,None,ChargePoint Network
173491,ccs,1.0,None,None,ChargePoint Network
173492,chademo,1.0,None,None,ChargePoint Network
173492,ccs,1.0,None,None,ChargePoint Network
173493,type1,None,None,2.0,ChargePoint Network
173495,type1,None,None,2.0,ChargePoint Network
173496,type1,None,None,2.0,ChargePoint Network
173497,type1,None,None,2.0,ChargePoint Network
173498,type1,None,None,2.0,ChargePoint Network
173499,type1,None,None,2.0,ChargePoint Network
173500,type1,None,None,2.0,ChargePoint Network
173506,type1,None,None,2.0,ChargePoint Network
173509,type1,None,None,2.0,ChargePoint Network
173510,type1,None,None,2.0,ChargePoint Network
173511,type1,None,None,1.0,ChargePoint Network
173512,type1,None,None,1.0,ChargePoint Network
173515,type1,None,None,2.0,ChargePoint Network
173516,type1,None,None,2.0,ChargePoint Network
173518,type1,None,None,2.0,ChargePoint Network
173526,type1,None,None,2.0,ChargePoint Network
173528,type1,None,None,2.0,ChargePoint Network
173529,type1,None,None,2.0,ChargePoint Network
173530,ccs,1.0,None,None,ChargePoint Network
173531,ccs,1.0,None,None,ChargePoint Network
173532,type1,None,None,1.0,ChargePoint Network
173533,type1,None,None,1.0,ChargePoint Network
173534,type1,None,None,2.0,ChargePoint Network
173536,type1,None,None,2.0,ChargePoint Network
173537,type1,None,None,2.0,ChargePoint Network
173538,type1,None,None,2.0,ChargePoint Network
173539,type1,None,None,2.0,ChargePoint Network
173540,type1,None,None,2.0,ChargePoint Network
173541,type1,None,None,1.0,ChargePoint Network
173543,type1,None,None,2.0,ChargePoint Network
173544,type1,None,None,2.0,ChargePoint Network
173545,type1,None,None,2.0,ChargePoint Network
173546,type1,None,None,2.0,ChargePoint Network
173547,type1,None,None,2.0,ChargePoint Network
173548,type1,None,None,2.0,ChargePoint Network
173549,type1,None,None,2.0,ChargePoint Network
173550,type1,None,None,2.0,ChargePoint Network
173551,type1,None,None,2.0,ChargePoint Network
173553,type1,None,None,2.0,ChargePoint Network
173560,type1,None,None,2.0,ChargePoint Network
173561,type1,None,None,2.0,ChargePoint Network
173562,type1,None,None,2.0,ChargePoint Network
173565,type1,None,None,1.0,ChargePoint Network
