sid,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network
35480,type1,None,None,2.0,ChargePoint Network
35557,type1,None,None,1.0,Non-Networked
35560,type1,None,None,2.0,Non-Networked
35561,type1,None,None,4.0,Non-Networked
35562,type1,None,1.0,7.0,Non-Networked
35562,nema520,None,1.0,7.0,Non-Networked
35563,nema520,None,2.0,None,Non-Networked
35620,type1,None,1.0,2.0,Non-Networked
35620,nema520,None,1.0,2.0,Non-Networked
35621,type1,None,None,4.0,Non-Networked
35840,type1,None,None,1.0,Non-Networked
35841,type1,None,None,1.0,Non-Networked
36343,type1,None,1.0,1.0,ChargePoint Network
36343,nema515,None,1.0,1.0,ChargePoint Network
36363,nema515,None,1.0,None,ChargePoint Network
36368,type1,None,None,2.0,Non-Networked
36371,type1,None,10.0,10.0,Non-Networked
36371,nema520,None,10.0,10.0,Non-Networked
36378,type1,None,None,2.0,ChargePoint Network
36532,nema520,None,1.0,None,Non-Networked
36610,type1,None,None,1.0,Non-Networked
36619,type1,None,1.0,1.0,ChargePoint Network
36619,nema515,None,1.0,1.0,ChargePoint Network
36709,type1,None,None,2.0,Non-Networked
36710,type1,None,None,2.0,Non-Networked
36711,type1,None,None,2.0,Non-Networked
36923,type1,None,None,2.0,Non-Networked
36924,type1,None,2.0,2.0,Non-Networked
36924,nema520,None,2.0,2.0,Non-Networked
36925,type1,None,None,5.0,Non-Networked
36928,type1,None,2.0,4.0,Non-Networked
36928,nema520,None,2.0,4.0,Non-Networked
36931,type1,None,1.0,1.0,Non-Networked
36931,nema520,None,1.0,1.0,Non-Networked
36932,type1,None,None,2.0,Non-Networked
36949,type1,None,None,2.0,ChargePoint Network
36951,type1,None,None,2.0,ChargePoint Network
37056,type1,None,1.0,1.0,Non-Networked
37056,nema520,None,1.0,1.0,Non-Networked
37097,type1,None,None,1.0,Non-Networked
37104,type1,None,None,2.0,Non-Networked
37150,type1,None,None,2.0,ChargePoint Network
37151,type1,None,None,2.0,ChargePoint Network
37154,type1,None,None,2.0,ChargePoint Network
37161,type1,None,None,2.0,ChargePoint Network
37162,type1,None,None,2.0,ChargePoint Network
37166,type1,None,None,1.0,Non-Networked
37170,type1,None,None,2.0,ChargePoint Network
37171,type1,None,None,2.0,ChargePoint Network
37181,type1,None,None,2.0,ChargePoint Network
37651,type1,None,None,1.0,Non-Networked
37655,type1,None,None,4.0,Non-Networked
37673,type1,None,None,1.0,Non-Networked
37679,type1,None,None,2.0,Non-Networked
37681,type1,None,None,3.0,Non-Networked
37683,type1,None,None,2.0,ChargePoint Network
37813,type1,None,None,1.0,Non-Networked
37835,type1,None,None,3.0,Non-Networked
38082,type1,None,None,2.0,ChargePoint Network
38083,type1,None,None,3.0,Non-Networked
38096,type1,None,None,2.0,Non-Networked
38254,type1,None,None,2.0,ChargePoint Network
38298,type1,None,None,10.0,Non-Networked
38299,type1,None,None,2.0,Non-Networked
38300,type1,None,None,2.0,Non-Networked
38301,type1,None,None,2.0,Non-Networked
38302,type1,None,None,2.0,Non-Networked
38303,type1,None,None,4.0,Non-Networked
38304,type1,None,None,2.0,Non-Networked
38305,type1,None,None,2.0,Non-Networked
38306,type1,None,None,2.0,Non-Networked
38307,type1,None,None,2.0,Non-Networked
38308,type1,None,None,2.0,Non-Networked
38309,chademo,1.0,None,2.0,Non-Networked
38309,type1,1.0,None,2.0,Non-Networked
38309,ccs,1.0,None,2.0,Non-Networked
38310,type1,None,None,2.0,Non-Networked
38312,type1,None,None,2.0,Non-Networked
38313,type1,None,None,2.0,Non-Networked
38379,type1,None,None,3.0,Non-Networked
38517,type1,None,None,1.0,Non-Networked
38518,type1,None,None,5.0,Non-Networked
38521,chademo,2.0,None,12.0,Non-Networked
38521,type1,2.0,None,12.0,Non-Networked
38522,chademo,1.0,18.0,9.0,Non-Networked
38522,type1,1.0,18.0,9.0,Non-Networked
38522,nema515,1.0,18.0,9.0,Non-Networked
38523,type1,None,None,2.0,Non-Networked
38525,type1,None,1.0,4.0,Non-Networked
38525,nema515,None,1.0,4.0,Non-Networked
38774,type1,None,None,2.0,Non-Networked
38778,type1,None,None,1.0,Non-Networked
38855,type1,None,None,2.0,Non-Networked
38856,type1,None,None,3.0,Non-Networked
38857,type1,None,None,1.0,Non-Networked
38859,type1,None,None,9.0,Non-Networked
38861,type1,None,1.0,1.0,ChargePoint Network
38861,nema515,None,1.0,1.0,ChargePoint Network
38887,type1,None,42.0,2.0,Non-Networked
38887,nema520,None,42.0,2.0,Non-Networked
38952,type1,None,None,2.0,ChargePoint Network
38959,type1,None,None,2.0,ChargePoint Network
38966,type1,None,None,2.0,ChargePoint Network
38976,type1,None,None,2.0,ChargePoint Network
38978,type1,None,None,1.0,ChargePoint Network
39006,type1,None,None,1.0,ChargePoint Network
39016,type1,None,None,2.0,Non-Networked
39017,type1,None,None,1.0,Non-Networked
39096,type1,None,None,2.0,Non-Networked
39114,chademo,1.0,None,2.0,Non-Networked
39114,type1,1.0,None,2.0,Non-Networked
39294,type1,None,None,1.0,Non-Networked
39314,type1,None,None,1.0,Non-Networked
39414,type1,None,None,1.0,Non-Networked
39514,type1,None,None,1.0,Non-Networked
39574,type1,None,None,4.0,ChargePoint Network
39575,type1,None,None,5.0,ChargePoint Network
39705,type1,None,None,1.0,Non-Networked
39707,type1,None,None,1.0,Non-Networked
39708,type1,None,None,1.0,Non-Networked
39709,type1,None,None,2.0,Non-Networked
39710,type1,None,None,1.0,Non-Networked
39711,chademo,1.0,None,1.0,Non-Networked
39711,type1,1.0,None,1.0,Non-Networked
39711,ccs,1.0,None,1.0,Non-Networked
39712,type1,None,None,1.0,Non-Networked
39713,type1,None,None,1.0,Non-Networked
39714,chademo,2.0,None,1.0,Non-Networked
39714,type1,2.0,None,1.0,Non-Networked
39714,ccs,2.0,None,1.0,Non-Networked
39715,type1,None,None,1.0,Non-Networked
39717,type1,None,None,1.0,Non-Networked
39718,chademo,1.0,None,1.0,Non-Networked
39718,type1,1.0,None,1.0,Non-Networked
39718,ccs,1.0,None,1.0,Non-Networked
39719,type1,None,None,1.0,Non-Networked
39720,type1,None,None,1.0,Non-Networked
39721,type1,None,None,1.0,Non-Networked
39723,chademo,1.0,None,1.0,Non-Networked
39723,type1,1.0,None,1.0,Non-Networked
39724,chademo,1.0,None,1.0,Non-Networked
39724,type1,1.0,None,1.0,Non-Networked
39724,ccs,1.0,None,1.0,Non-Networked
39725,type1,None,None,1.0,Non-Networked
39726,chademo,2.0,None,1.0,Non-Networked
39726,type1,2.0,None,1.0,Non-Networked
39726,ccs,2.0,None,1.0,Non-Networked
39727,chademo,4.0,None,1.0,Non-Networked
39727,type1,4.0,None,1.0,Non-Networked
39727,ccs,4.0,None,1.0,Non-Networked
39728,chademo,1.0,None,1.0,Non-Networked
39728,type1,1.0,None,1.0,Non-Networked
39729,chademo,1.0,None,1.0,Non-Networked
39729,type1,1.0,None,1.0,Non-Networked
39730,chademo,1.0,None,1.0,Non-Networked
39730,type1,1.0,None,1.0,Non-Networked
39731,type1,None,None,1.0,Non-Networked
39732,chademo,2.0,None,1.0,Non-Networked
39732,type1,2.0,None,1.0,Non-Networked
39732,ccs,2.0,None,1.0,Non-Networked
39733,type1,None,None,1.0,Non-Networked
39734,type1,None,None,1.0,Non-Networked
39735,type1,None,None,1.0,Non-Networked
39736,type1,None,None,1.0,Non-Networked
39737,type1,None,None,1.0,Non-Networked
39738,chademo,1.0,None,1.0,Non-Networked
39738,type1,1.0,None,1.0,Non-Networked
39738,ccs,1.0,None,1.0,Non-Networked
39739,type1,None,None,1.0,Non-Networked
39740,type1,None,None,1.0,Non-Networked
39741,chademo,1.0,None,1.0,Non-Networked
39741,type1,1.0,None,1.0,Non-Networked
39742,chademo,2.0,None,1.0,Non-Networked
39742,type1,2.0,None,1.0,Non-Networked
39742,ccs,2.0,None,1.0,Non-Networked
39743,type1,None,None,1.0,Non-Networked
39745,type1,None,None,1.0,Non-Networked
39746,chademo,1.0,None,2.0,Non-Networked
39746,type1,1.0,None,2.0,Non-Networked
39747,type1,None,None,1.0,Non-Networked
39748,type1,None,None,1.0,Non-Networked
39749,type1,None,None,1.0,Non-Networked
39750,type1,None,None,1.0,Non-Networked
39751,type1,None,None,1.0,Non-Networked
39752,type1,None,None,1.0,Non-Networked
39753,type1,None,None,1.0,Non-Networked
39754,type1,None,None,1.0,Non-Networked
39755,type1,None,None,1.0,Non-Networked
39756,chademo,1.0,None,1.0,Non-Networked
39756,type1,1.0,None,1.0,Non-Networked
39756,ccs,1.0,None,1.0,Non-Networked
39757,chademo,1.0,None,1.0,Non-Networked
39757,type1,1.0,None,1.0,Non-Networked
39758,type1,None,None,1.0,Non-Networked
39759,type1,None,None,1.0,Non-Networked
39760,type1,None,None,1.0,Non-Networked
39761,type1,None,None,1.0,Non-Networked
39762,type1,None,None,1.0,Non-Networked
39763,chademo,1.0,None,3.0,Non-Networked
39763,type1,1.0,None,3.0,Non-Networked
39763,ccs,1.0,None,3.0,Non-Networked
39764,chademo,1.0,None,2.0,Non-Networked
39764,type1,1.0,None,2.0,Non-Networked
39765,chademo,1.0,None,2.0,Non-Networked
39765,type1,1.0,None,2.0,Non-Networked
39766,chademo,1.0,None,1.0,Non-Networked
39766,type1,1.0,None,1.0,Non-Networked
39766,ccs,1.0,None,1.0,Non-Networked
39768,chademo,1.0,None,2.0,Non-Networked
39768,type1,1.0,None,2.0,Non-Networked
39769,chademo,1.0,None,2.0,Non-Networked
39769,type1,1.0,None,2.0,Non-Networked
39769,ccs,1.0,None,2.0,Non-Networked
39770,nema520,None,4.0,None,Non-Networked
39771,type1,None,None,2.0,ChargePoint Network
39772,chademo,1.0,None,1.0,Non-Networked
39772,type1,1.0,None,1.0,Non-Networked
39773,chademo,1.0,None,1.0,Non-Networked
39773,type1,1.0,None,1.0,Non-Networked
39773,ccs,1.0,None,1.0,Non-Networked
39774,chademo,1.0,None,2.0,Non-Networked
39774,type1,1.0,None,2.0,Non-Networked
39775,chademo,1.0,None,3.0,Non-Networked
39775,type1,1.0,None,3.0,Non-Networked
39775,ccs,1.0,None,3.0,Non-Networked
39776,type1,None,None,1.0,Non-Networked
39778,chademo,1.0,None,2.0,Non-Networked
39778,type1,1.0,None,2.0,Non-Networked
39779,type1,None,None,1.0,Non-Networked
39780,chademo,1.0,None,2.0,Non-Networked
39780,type1,1.0,None,2.0,Non-Networked
39782,type1,None,None,2.0,Non-Networked
39786,chademo,1.0,None,1.0,Non-Networked
39786,type1,1.0,None,1.0,Non-Networked
39786,ccs,1.0,None,1.0,Non-Networked
39787,type1,None,None,1.0,Non-Networked
39788,chademo,1.0,None,2.0,Non-Networked
39788,type1,1.0,None,2.0,Non-Networked
39789,chademo,1.0,None,1.0,Non-Networked
39789,type1,1.0,None,1.0,Non-Networked
39789,ccs,1.0,None,1.0,Non-Networked
39791,chademo,1.0,None,1.0,Non-Networked
39791,type1,1.0,None,1.0,Non-Networked
39791,ccs,1.0,None,1.0,Non-Networked
39795,type1,None,None,1.0,Non-Networked
39796,chademo,1.0,None,2.0,Non-Networked
39796,type1,1.0,None,2.0,Non-Networked
39797,chademo,1.0,None,1.0,Non-Networked
39797,type1,1.0,None,1.0,Non-Networked
39797,ccs,1.0,None,1.0,Non-Networked
39798,chademo,1.0,None,1.0,Non-Networked
39798,type1,1.0,None,1.0,Non-Networked
39798,ccs,1.0,None,1.0,Non-Networked
39799,type1,None,None,1.0,Non-Networked
39802,chademo,1.0,None,1.0,Non-Networked
39802,type1,1.0,None,1.0,Non-Networked
39803,chademo,1.0,None,1.0,Non-Networked
39803,type1,1.0,None,1.0,Non-Networked
39805,type1,None,None,1.0,Non-Networked
39806,type1,None,None,1.0,Non-Networked
39807,type1,None,None,1.0,Non-Networked
39808,chademo,1.0,None,1.0,Non-Networked
39808,type1,1.0,None,1.0,Non-Networked
39808,ccs,1.0,None,1.0,Non-Networked
39809,chademo,1.0,None,1.0,Non-Networked
39809,type1,1.0,None,1.0,Non-Networked
39809,ccs,1.0,None,1.0,Non-Networked
39811,type1,None,None,1.0,Non-Networked
39812,type1,None,None,3.0,Non-Networked
39813,type1,None,None,1.0,Non-Networked
39814,type1,None,None,1.0,Non-Networked
39815,chademo,1.0,None,1.0,Non-Networked
39815,type1,1.0,None,1.0,Non-Networked
39815,ccs,1.0,None,1.0,Non-Networked
39816,type1,None,None,1.0,Non-Networked
39817,type1,None,None,1.0,Non-Networked
39818,type1,None,None,1.0,Non-Networked
39819,chademo,1.0,None,1.0,Non-Networked
39819,type1,1.0,None,1.0,Non-Networked
39819,ccs,1.0,None,1.0,Non-Networked
39820,type1,None,None,1.0,Non-Networked
39821,chademo,2.0,None,1.0,Non-Networked
39821,type1,2.0,None,1.0,Non-Networked
39821,ccs,2.0,None,1.0,Non-Networked
39822,chademo,1.0,None,2.0,Non-Networked
39822,type1,1.0,None,2.0,Non-Networked
39822,ccs,1.0,None,2.0,Non-Networked
39823,chademo,1.0,None,2.0,Non-Networked
39823,type1,1.0,None,2.0,Non-Networked
39827,type1,None,None,1.0,Non-Networked
39828,chademo,1.0,None,2.0,Non-Networked
39828,type1,1.0,None,2.0,Non-Networked
39830,type1,None,None,1.0,Non-Networked
39831,type1,None,None,1.0,Non-Networked
39832,type1,None,None,1.0,Non-Networked
39836,type1,None,None,1.0,Non-Networked
39837,type1,None,None,1.0,Non-Networked
39838,type1,None,None,1.0,Non-Networked
39839,chademo,1.0,None,1.0,Non-Networked
39839,type1,1.0,None,1.0,Non-Networked
39839,ccs,1.0,None,1.0,Non-Networked
39840,chademo,1.0,None,2.0,Non-Networked
39840,type1,1.0,None,2.0,Non-Networked
39840,ccs,1.0,None,2.0,Non-Networked
39841,type1,None,None,2.0,Non-Networked
39842,chademo,1.0,None,2.0,Non-Networked
39842,type1,1.0,None,2.0,Non-Networked
39844,chademo,1.0,None,1.0,Non-Networked
39844,type1,1.0,None,1.0,Non-Networked
39845,type1,None,None,2.0,Non-Networked
39846,chademo,1.0,None,2.0,Non-Networked
39846,type1,1.0,None,2.0,Non-Networked
39847,type1,None,None,1.0,Non-Networked
39848,type1,None,None,1.0,Non-Networked
39849,chademo,1.0,None,1.0,Non-Networked
39849,type1,1.0,None,1.0,Non-Networked
39850,type1,None,None,1.0,Non-Networked
39851,chademo,1.0,None,1.0,Non-Networked
39851,type1,1.0,None,1.0,Non-Networked
39852,chademo,1.0,None,1.0,Non-Networked
39852,type1,1.0,None,1.0,Non-Networked
39853,type1,None,None,1.0,Non-Networked
39854,chademo,1.0,None,2.0,Non-Networked
39854,type1,1.0,None,2.0,Non-Networked
39854,ccs,1.0,None,2.0,Non-Networked
39855,type1,None,None,1.0,Non-Networked
39856,type1,None,None,1.0,Non-Networked
39857,chademo,1.0,None,2.0,Non-Networked
39857,type1,1.0,None,2.0,Non-Networked
39857,ccs,1.0,None,2.0,Non-Networked
39858,type1,None,None,1.0,Non-Networked
39859,chademo,1.0,None,1.0,Non-Networked
39859,type1,1.0,None,1.0,Non-Networked
39859,ccs,1.0,None,1.0,Non-Networked
39860,type1,None,None,1.0,Non-Networked
39861,chademo,2.0,None,2.0,Non-Networked
39861,type1,2.0,None,2.0,Non-Networked
39861,ccs,2.0,None,2.0,Non-Networked
39862,chademo,1.0,None,3.0,Non-Networked
39862,type1,1.0,None,3.0,Non-Networked
39862,ccs,1.0,None,3.0,Non-Networked
39863,chademo,1.0,None,1.0,Non-Networked
39863,type1,1.0,None,1.0,Non-Networked
39863,ccs,1.0,None,1.0,Non-Networked
39864,chademo,1.0,None,2.0,Non-Networked
39864,type1,1.0,None,2.0,Non-Networked
39865,type1,None,None,1.0,Non-Networked
39870,chademo,1.0,None,1.0,Non-Networked
39870,type1,1.0,None,1.0,Non-Networked
39870,ccs,1.0,None,1.0,Non-Networked
39871,chademo,1.0,None,3.0,Non-Networked
39871,type1,1.0,None,3.0,Non-Networked
39871,ccs,1.0,None,3.0,Non-Networked
39872,chademo,1.0,None,3.0,Non-Networked
39872,type1,1.0,None,3.0,Non-Networked
39872,ccs,1.0,None,3.0,Non-Networked
39873,chademo,1.0,None,2.0,Non-Networked
39873,type1,1.0,None,2.0,Non-Networked
39873,ccs,1.0,None,2.0,Non-Networked
39874,chademo,1.0,None,1.0,Non-Networked
39874,type1,1.0,None,1.0,Non-Networked
39875,chademo,1.0,None,1.0,Non-Networked
39875,type1,1.0,None,1.0,Non-Networked
39875,ccs,1.0,None,1.0,Non-Networked
39876,chademo,1.0,None,3.0,Non-Networked
39876,type1,1.0,None,3.0,Non-Networked
39876,ccs,1.0,None,3.0,Non-Networked
39877,chademo,1.0,None,2.0,Non-Networked
39877,type1,1.0,None,2.0,Non-Networked
39877,ccs,1.0,None,2.0,Non-Networked
39878,type1,None,None,1.0,Non-Networked
39879,chademo,1.0,None,1.0,Non-Networked
39879,type1,1.0,None,1.0,Non-Networked
39880,type1,None,None,1.0,Non-Networked
39881,chademo,1.0,None,2.0,Non-Networked
39881,type1,1.0,None,2.0,Non-Networked
39882,chademo,1.0,None,2.0,Non-Networked
39882,type1,1.0,None,2.0,Non-Networked
39882,ccs,1.0,None,2.0,Non-Networked
39883,chademo,1.0,None,1.0,Non-Networked
39883,type1,1.0,None,1.0,Non-Networked
39884,type1,2.0,None,4.0,Non-Networked
39884,ccs,2.0,None,4.0,Non-Networked
39885,type1,None,None,1.0,Non-Networked
39886,type1,None,None,1.0,Non-Networked
39887,chademo,1.0,None,2.0,Non-Networked
39887,type1,1.0,None,2.0,Non-Networked
39887,ccs,1.0,None,2.0,Non-Networked
39888,chademo,2.0,None,4.0,Non-Networked
39888,type1,2.0,None,4.0,Non-Networked
39889,type1,None,None,1.0,Non-Networked
39890,type1,None,None,1.0,Non-Networked
39891,chademo,1.0,None,3.0,Non-Networked
39891,type1,1.0,None,3.0,Non-Networked
39891,ccs,1.0,None,3.0,Non-Networked
39892,chademo,1.0,None,2.0,Non-Networked
39892,type1,1.0,None,2.0,Non-Networked
39892,ccs,1.0,None,2.0,Non-Networked
39893,chademo,1.0,None,2.0,Non-Networked
39893,type1,1.0,None,2.0,Non-Networked
39894,type1,None,None,1.0,Non-Networked
39895,chademo,1.0,None,2.0,Non-Networked
39895,type1,1.0,None,2.0,Non-Networked
39895,ccs,1.0,None,2.0,Non-Networked
39896,type1,None,None,1.0,Non-Networked
39897,type1,None,None,1.0,Non-Networked
39898,chademo,1.0,None,1.0,Non-Networked
39898,type1,1.0,None,1.0,Non-Networked
39898,ccs,1.0,None,1.0,Non-Networked
39899,chademo,1.0,None,3.0,Non-Networked
39899,type1,1.0,None,3.0,Non-Networked
39901,chademo,1.0,None,2.0,Non-Networked
39901,type1,1.0,None,2.0,Non-Networked
39901,ccs,1.0,None,2.0,Non-Networked
39902,type1,None,None,1.0,Non-Networked
39903,chademo,1.0,None,2.0,Non-Networked
39903,type1,1.0,None,2.0,Non-Networked
39903,ccs,1.0,None,2.0,Non-Networked
39904,chademo,1.0,None,2.0,Non-Networked
39904,type1,1.0,None,2.0,Non-Networked
39904,ccs,1.0,None,2.0,Non-Networked
39905,chademo,1.0,None,2.0,Non-Networked
39905,type1,1.0,None,2.0,Non-Networked
39906,chademo,1.0,None,1.0,Non-Networked
39906,type1,1.0,None,1.0,Non-Networked
39907,chademo,1.0,None,2.0,Non-Networked
39907,type1,1.0,None,2.0,Non-Networked
39908,type1,None,None,1.0,Non-Networked
39910,type1,None,None,1.0,Non-Networked
39911,type1,None,None,1.0,Non-Networked
39912,chademo,1.0,None,1.0,Non-Networked
39912,type1,1.0,None,1.0,Non-Networked
39912,ccs,1.0,None,1.0,Non-Networked
39913,chademo,1.0,None,3.0,Non-Networked
39913,type1,1.0,None,3.0,Non-Networked
39913,ccs,1.0,None,3.0,Non-Networked
39914,type1,None,None,1.0,Non-Networked
39915,type1,None,None,1.0,Non-Networked
39916,chademo,1.0,None,2.0,Non-Networked
39916,type1,1.0,None,2.0,Non-Networked
39917,chademo,1.0,None,2.0,Non-Networked
39917,type1,1.0,None,2.0,Non-Networked
39918,chademo,1.0,None,1.0,Non-Networked
39918,type1,1.0,None,1.0,Non-Networked
39919,chademo,2.0,None,2.0,Non-Networked
39919,type1,2.0,None,2.0,Non-Networked
39920,chademo,1.0,None,4.0,Non-Networked
39920,type1,1.0,None,4.0,Non-Networked
39920,ccs,1.0,None,4.0,Non-Networked
39921,chademo,1.0,None,1.0,Non-Networked
39921,type1,1.0,None,1.0,Non-Networked
39922,type1,None,None,1.0,Non-Networked
39923,chademo,1.0,None,3.0,Non-Networked
39923,type1,1.0,None,3.0,Non-Networked
39925,chademo,1.0,None,1.0,Non-Networked
39925,type1,1.0,None,1.0,Non-Networked
39925,ccs,1.0,None,1.0,Non-Networked
39926,type1,None,None,1.0,Non-Networked
39927,chademo,1.0,None,2.0,Non-Networked
39927,type1,1.0,None,2.0,Non-Networked
39927,ccs,1.0,None,2.0,Non-Networked
39928,chademo,1.0,None,1.0,Non-Networked
39928,type1,1.0,None,1.0,Non-Networked
39928,ccs,1.0,None,1.0,Non-Networked
39929,chademo,1.0,None,1.0,Non-Networked
39929,type1,1.0,None,1.0,Non-Networked
39929,ccs,1.0,None,1.0,Non-Networked
39930,chademo,1.0,None,2.0,Non-Networked
39930,type1,1.0,None,2.0,Non-Networked
39931,chademo,1.0,None,1.0,Non-Networked
39931,type1,1.0,None,1.0,Non-Networked
39932,chademo,1.0,None,1.0,Non-Networked
39932,type1,1.0,None,1.0,Non-Networked
39933,chademo,1.0,None,1.0,Non-Networked
39933,type1,1.0,None,1.0,Non-Networked
39934,type1,None,None,2.0,Non-Networked
39935,chademo,2.0,None,1.0,Non-Networked
39935,type1,2.0,None,1.0,Non-Networked
39935,ccs,2.0,None,1.0,Non-Networked
39936,chademo,1.0,None,2.0,Non-Networked
39936,type1,1.0,None,2.0,Non-Networked
39937,chademo,1.0,None,2.0,Non-Networked
39937,type1,1.0,None,2.0,Non-Networked
39937,ccs,1.0,None,2.0,Non-Networked
39938,chademo,1.0,None,4.0,Non-Networked
39938,type1,1.0,None,4.0,Non-Networked
39939,chademo,2.0,None,1.0,Non-Networked
39939,type1,2.0,None,1.0,Non-Networked
39939,ccs,2.0,None,1.0,Non-Networked
39943,chademo,1.0,None,4.0,Non-Networked
39943,type1,1.0,None,4.0,Non-Networked
39943,ccs,1.0,None,4.0,Non-Networked
39944,chademo,1.0,None,2.0,Non-Networked
39944,type1,1.0,None,2.0,Non-Networked
39945,chademo,1.0,None,1.0,Non-Networked
39945,type1,1.0,None,1.0,Non-Networked
39945,ccs,1.0,None,1.0,Non-Networked
39947,chademo,1.0,None,1.0,Non-Networked
39947,type1,1.0,None,1.0,Non-Networked
39947,ccs,1.0,None,1.0,Non-Networked
39948,chademo,1.0,None,2.0,Non-Networked
39948,type1,1.0,None,2.0,Non-Networked
39949,chademo,1.0,None,2.0,Non-Networked
39949,type1,1.0,None,2.0,Non-Networked
39951,type1,None,None,1.0,Non-Networked
39952,chademo,1.0,None,1.0,Non-Networked
39952,type1,1.0,None,1.0,Non-Networked
39952,ccs,1.0,None,1.0,Non-Networked
39953,type1,None,None,1.0,Non-Networked
39954,type1,None,None,3.0,Non-Networked
39955,type1,None,None,1.0,Non-Networked
39956,type1,None,None,1.0,Non-Networked
39957,chademo,1.0,None,1.0,Non-Networked
39957,type1,1.0,None,1.0,Non-Networked
39957,ccs,1.0,None,1.0,Non-Networked
39959,chademo,1.0,None,1.0,Non-Networked
39959,type1,1.0,None,1.0,Non-Networked
39962,type1,None,None,1.0,Non-Networked
39963,type1,None,None,1.0,Non-Networked
39964,chademo,1.0,None,1.0,Non-Networked
39964,type1,1.0,None,1.0,Non-Networked
39965,chademo,1.0,None,1.0,Non-Networked
39965,type1,1.0,None,1.0,Non-Networked
39966,chademo,1.0,None,1.0,Non-Networked
39966,type1,1.0,None,1.0,Non-Networked
39967,type1,None,None,1.0,Non-Networked
39968,chademo,1.0,None,1.0,Non-Networked
39968,type1,1.0,None,1.0,Non-Networked
39969,type1,None,None,1.0,Non-Networked
39970,chademo,1.0,None,1.0,Non-Networked
39970,type1,1.0,None,1.0,Non-Networked
39971,chademo,1.0,None,1.0,Non-Networked
39971,type1,1.0,None,1.0,Non-Networked
39972,chademo,1.0,None,1.0,Non-Networked
39972,type1,1.0,None,1.0,Non-Networked
39973,type1,None,None,1.0,Non-Networked
39974,chademo,1.0,None,1.0,Non-Networked
39974,type1,1.0,None,1.0,Non-Networked
39975,chademo,1.0,None,1.0,Non-Networked
39975,type1,1.0,None,1.0,Non-Networked
39976,type1,None,None,1.0,Non-Networked
39978,chademo,1.0,None,1.0,Non-Networked
39978,type1,1.0,None,1.0,Non-Networked
39979,type1,None,None,1.0,Non-Networked
39980,type1,None,None,1.0,Non-Networked
39981,type1,None,None,1.0,Non-Networked
39982,chademo,1.0,None,1.0,Non-Networked
39982,type1,1.0,None,1.0,Non-Networked
39983,chademo,1.0,None,2.0,Non-Networked
39983,type1,1.0,None,2.0,Non-Networked
39985,chademo,2.0,None,1.0,Non-Networked
39985,type1,2.0,None,1.0,Non-Networked
39986,chademo,1.0,None,1.0,Non-Networked
39986,type1,1.0,None,1.0,Non-Networked
39986,ccs,1.0,None,1.0,Non-Networked
39988,chademo,1.0,None,1.0,Non-Networked
39988,type1,1.0,None,1.0,Non-Networked
39989,chademo,1.0,None,1.0,Non-Networked
39989,type1,1.0,None,1.0,Non-Networked
39990,chademo,1.0,None,1.0,Non-Networked
39990,type1,1.0,None,1.0,Non-Networked
39990,ccs,1.0,None,1.0,Non-Networked
39991,type1,None,None,1.0,Non-Networked
39992,chademo,1.0,None,2.0,Non-Networked
39992,type1,1.0,None,2.0,Non-Networked
39992,ccs,1.0,None,2.0,Non-Networked
39993,chademo,1.0,None,1.0,Non-Networked
39993,type1,1.0,None,1.0,Non-Networked
39994,type1,None,None,1.0,Non-Networked
39995,type1,None,None,2.0,Non-Networked
39996,type1,None,None,1.0,Non-Networked
39997,chademo,1.0,None,1.0,Non-Networked
39997,type1,1.0,None,1.0,Non-Networked
39998,chademo,1.0,None,2.0,Non-Networked
39998,type1,1.0,None,2.0,Non-Networked
39998,ccs,1.0,None,2.0,Non-Networked
40012,type1,None,1.0,2.0,Non-Networked
40012,nema520,None,1.0,2.0,Non-Networked
40018,chademo,1.0,None,2.0,Non-Networked
40018,type1,1.0,None,2.0,Non-Networked
40018,ccs,1.0,None,2.0,Non-Networked
40020,type1,None,None,2.0,Non-Networked
40025,chademo,1.0,None,1.0,Non-Networked
40025,type1,1.0,None,1.0,Non-Networked
40025,ccs,1.0,None,1.0,Non-Networked
40026,type1,None,None,1.0,Non-Networked
40029,chademo,1.0,None,1.0,Non-Networked
40029,type1,1.0,None,1.0,Non-Networked
40029,ccs,1.0,None,1.0,Non-Networked
40030,chademo,1.0,None,1.0,Non-Networked
40030,type1,1.0,None,1.0,Non-Networked
40033,chademo,1.0,None,1.0,Non-Networked
40033,type1,1.0,None,1.0,Non-Networked
40046,type1,None,None,5.0,Non-Networked
40047,type1,None,None,1.0,Non-Networked
40053,type1,None,None,1.0,Non-Networked
40056,type1,None,1.0,1.0,Non-Networked
40056,nema520,None,1.0,1.0,Non-Networked
40057,type1,None,1.0,1.0,Non-Networked
40057,nema520,None,1.0,1.0,Non-Networked
40063,type1,None,None,2.0,Non-Networked
40066,chademo,1.0,None,1.0,Non-Networked
40066,type1,1.0,None,1.0,Non-Networked
40066,ccs,1.0,None,1.0,Non-Networked
40067,chademo,1.0,None,1.0,Non-Networked
40067,type1,1.0,None,1.0,Non-Networked
40068,type1,None,None,1.0,Non-Networked
40069,type1,None,None,1.0,Non-Networked
40185,type1,None,None,2.0,Non-Networked
40248,type1,None,None,2.0,Non-Networked
